delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
58.11614662,77.35427669,54.98450602,145.6504988,0.377509905,0.531095172,0.399010969,1.406837713,1.056954965,0.675208314
67.07535208,68.67899975,83.05458991,141.6743966,0.586235706,0.484766488,0.47344724,0.826913959,0.807605602,0.604080292
77.20680516,89.05821548,80.52647419,158.4294976,0.508279553,0.562131528,0.487325948,1.10594952,0.958775433,0.695797721
57.92847947,73.2161226,69.96266761,147.913303,0.472997805,0.494993493,0.391638063,1.046502729,0.827991291,0.601923203
53.96968581,81.81953316,58.91595039,169.0050197,0.348604737,0.48412487,0.319337768,1.38875012,0.916045408,0.595773258
55.37412857,98.35808577,77.30743587,143.424094,0.539012893,0.685784954,0.386086654,1.272297867,0.716284636,0.696466945
86.97090246,123.7250047,115.7149049,242.2070639,0.477751982,0.510823271,0.359076656,1.069222714,0.75159637,0.588664361
92.85508573,88.35190889,106.9640866,218.1609054,0.490299059,0.404985067,0.425626606,0.825996012,0.868095907,0.557345634
135.2326983,127.6660768,111.0890453,178.452042,0.622514845,0.715408327,0.757809755,1.149222918,1.217336038,0.907984347
70.55451965,75.35732109,77.20187108,191.4494644,0.403249345,0.393614687,0.368528164,0.976107444,0.913896498,0.543127174
70.9109491,90.87469333,78.00406046,210.0295794,0.371395594,0.432675691,0.33762363,1.164999524,0.909067409,0.561690094
69.80649749,75.41154986,72.69386794,174.9235919,0.415574979,0.431111373,0.399068512,1.037385298,0.960280412,0.58646126
98.9906498,103.1137705,98.15899523,219.3845637,0.447428906,0.470013791,0.451219758,1.050477037,1.008472525,0.636462037
172.1043542,107.5542767,95.78676709,214.0437753,0.447510174,0.50248729,0.804061477,1.122851099,1.796744575,0.90261802
85.88617652,111.462326,89.81783064,192.0988508,0.467560479,0.580234216,0.447093651,1.240982166,0.956226352,0.700024211
99.80192176,101.116224,110.9037188,206.8196091,0.536234061,0.488910237,0.482555412,0.911747821,0.899896981,0.632368253
95.21181036,120.1350779,104.4809031,219.0330265,0.477009813,0.548479286,0.434691571,1.149828096,0.911284336,0.665649509
65.83698556,115.0603129,109.0556219,199.1363943,0.547642847,0.577796506,0.330612522,1.055060812,0.603700978,0.586962961
95.84545831,98.78910754,104.2424928,218.7356157,0.476568448,0.451637047,0.43817948,0.947685583,0.919447106,0.602624638
84.5881643,107.3893424,71.86170873,179.1538511,0.401117298,0.599425252,0.472153759,1.494388935,1.177096479,0.764803213
72.11614564,81.72384483,108.6487045,225.1226121,0.482620131,0.363019263,0.320341635,0.752184255,0.663755228,0.460914353
74.79633898,100.4002609,84.54148255,219.2071238,0.385669412,0.458015502,0.341213085,1.187585761,0.884729446,0.576781576
66.76870628,94.35232057,69.54122302,183.5008564,0.378969474,0.514179184,0.363860461,1.356782588,0.96013132,0.6367361
88.01089212,113.8154908,109.3202488,210.0503604,0.520447804,0.541848586,0.418999005,1.04111994,0.80507402,0.631950396
76.10084631,88.63530518,89.13290121,169.7344192,0.525131565,0.52219995,0.448352471,0.99441737,0.853790747,0.636372915
83.13211965,95.06773698,98.80469476,188.1404105,0.52516466,0.50530206,0.441862115,0.962178338,0.841378235,0.621024208
137.5905199,120.3089212,103.2753202,185.9690182,0.555336159,0.646929916,0.739857215,1.164933897,1.33226912,0.891631769
92.06812697,115.9328595,82.97907055,183.7795482,0.451514172,0.630825685,0.500970472,1.397133743,1.109534324,0.779734831
98.01924912,133.6385721,102.4678758,214.6298273,0.477416756,0.622646786,0.456689782,1.304199692,0.956585157,0.730556604
69.76536518,96.09857069,79.79297023,194.8040609,0.409606298,0.493308868,0.358130959,1.204348834,0.874329718,0.60402669
57.88768935,118.113644,85.07517006,211.4972173,0.402251959,0.558464293,0.27370426,1.388344494,0.680429899,0.593451518
84.38748566,146.8370333,100.3334868,226.4084781,0.443152516,0.648549182,0.372722287,1.463489788,0.841069999,0.707667039
81.39727277,115.5879483,103.9635455,184.2744154,0.564177861,0.627259884,0.44171771,1.111812297,0.782940523,0.683411791
87.79445672,122.6992957,108.8622179,225.9029504,0.481898168,0.543150479,0.388637938,1.127106338,0.806473159,0.628780328
227.6721908,190.8441589,121.7296672,224.9566963,0.541124888,0.848359538,1.012071188,1.567770317,1.870309812,1.207190111
95.76668028,174.1319779,148.8988575,281.9603985,0.528084292,0.61757601,0.339645854,1.169464836,0.643165984,0.626419543
118.1454036,166.6560615,155.9107096,282.4916217,0.551912685,0.589950458,0.418226222,1.068919909,0.757776062,0.649634924
103.4568509,118.7623973,139.03336,226.3811304,0.614156135,0.524612617,0.457002978,0.854200728,0.744115303,0.608129272
83.92671357,107.3765006,75.57902016,165.2394637,0.457390859,0.649823584,0.507909622,1.420718347,1.110449876,0.794387586
161.0689036,169.0641795,158.1490108,222.8530872,0.709655912,0.758635124,0.722758234,1.069018254,1.018462922,0.86648626
126.0920196,154.8364285,135.5541074,239.9594043,0.564904334,0.64526093,0.525472298,1.142248151,0.930196968,0.748118082
95.87308598,146.2427456,141.3738054,251.8254714,0.561395973,0.580730554,0.380712425,1.034440186,0.678153111,0.615758588
87.38953833,120.0370964,115.613645,228.428152,0.506126955,0.525491694,0.382569038,1.038260635,0.755875644,0.602911148
99.56816932,125.5792913,151.0679177,234.9708208,0.642922032,0.534446323,0.423746953,0.831277039,0.659095398,0.583225045
71.86816687,117.5223637,133.0933743,213.5236512,0.62331912,0.550395064,0.336581763,0.883006869,0.539983055,0.54639708
84.65320174,139.0771118,127.3905257,221.1340027,0.576078415,0.628926851,0.382814044,1.091738268,0.664517249,0.641935633
82.68302783,119.0134523,90.31194469,158.0385464,0.571455172,0.753065977,0.523182665,1.317804115,0.915527045,0.812144479
74.28770112,130.5141791,101.3003808,180.8909104,0.560008132,0.721507669,0.410676805,1.288387843,0.733340788,0.725755495
78.58361596,132.3913567,117.0001438,216.0024499,0.541661189,0.612915996,0.363808911,1.131548666,0.671654012,0.633553542
77.16131914,130.2982261,101.4725216,188.1670899,0.539268167,0.692460229,0.41006809,1.284073994,0.760415903,0.716267862
88.38749927,135.6037147,128.7714193,250.9435277,0.513148996,0.540375422,0.352220677,1.053057545,0.686390658,0.589893065
90.33428882,125.8972086,102.5063334,184.3874293,0.555929077,0.682786289,0.489915658,1.228189561,0.881255682,0.753698844
104.1885669,149.8972558,95.76586015,203.1493255,0.471406242,0.737867357,0.51286691,1.565247319,1.087951037,0.850026478
112.1697027,160.5705927,127.6539323,196.151391,0.650792898,0.818605424,0.5718527,1.257858569,0.878701507,0.842297132
99.08557615,157.033523,115.647508,195.2677596,0.592250908,0.804195856,0.507434388,1.35786344,0.856789549,0.823758515
86.96119245,145.1452006,112.8681109,185.6945584,0.607815931,0.781634108,0.46830232,1.285971736,0.770467334,0.77741264
134.2575652,189.1146061,173.1561715,272.451646,0.635548267,0.694121723,0.492775754,1.09216209,0.775355357,0.725687833
112.9132195,180.3942843,154.0747788,220.2028105,0.699694879,0.819218809,0.512769202,1.170822932,0.732846871,0.783663014
110.703616,169.8789895,154.2579291,238.6560593,0.646360832,0.711815112,0.463862582,1.10126585,0.717652678,0.714106939
1296.374609,1177.591943,697.9612419,1209.696076,0.576972395,0.973460993,1.071653149,1.68718816,1.857373348,0.771092607
1291.808637,1178.28293,701.9525899,1216.412759,0.577067763,0.968653873,1.06198215,1.678579077,1.84030753,0.776637342
1304.773329,1178.054036,696.3862206,1217.683446,0.571894299,0.96745508,1.071520955,1.691667642,1.873634616,0.770923381
1299.111616,1151.243047,612.3323355,1154.534834,0.530371469,0.997148819,1.125225136,1.880095138,2.121579314,0.721065892
1132.643737,1102.123998,509.7651198,884.8583386,0.576098001,1.245537223,1.280028324,2.162023166,2.221893364,0.624057452
463.6582097,629.5554796,357.9706228,495.9664354,0.721763807,1.269350977,0.93485804,1.758679175,1.295240951,0.781125471
410.0600269,613.4856387,334.6471213,472.3815992,0.708425396,1.298707739,0.868069433,1.833231484,1.225350528,0.788463815
401.3587882,612.281971,335.8738457,462.9344735,0.725532154,1.322610447,0.866988334,1.822952215,1.194968865,0.788058602
397.5575935,611.6546677,330.4911859,460.6028625,0.717518741,1.327943696,0.863124452,1.850744267,1.202929489,0.783872807
393.6622807,612.4859102,329.5021505,444.1210185,0.74191974,1.379096878,0.886385162,1.858822194,1.194718396,0.76889585
391.9474642,612.1173166,327.2778777,448.7518592,0.729307012,1.364044079,0.873416914,1.870329033,1.197598404,0.772888116
391.7907436,612.9236469,327.6720101,446.4755321,0.733908101,1.372804561,0.877518958,1.870540138,1.195679617,0.770515033
391.3253132,614.5786109,328.7309082,451.7215491,0.727729082,1.360525333,0.866297643,1.869549213,1.19041229,0.775871769
389.979795,618.3554069,328.739776,449.8167792,0.730830398,1.374682838,0.866974762,1.880987492,1.18628722,0.772120773
292.9954882,407.6689653,393.9874277,436.5896455,0.902420458,0.933757751,0.671100406,1.034725823,0.743667101,1.185413459
199.0226639,144.2206994,165.6005569,362.5832818,0.456724193,0.397758823,0.548901932,0.870895014,1.201823639,1.538802772
788.9268241,1164.508537,895.3906876,1981.813477,0.451803713,0.587597446,0.398083288,1.300559134,0.881097866,1.472894482
780.3798485,1170.311959,902.7222024,1982.894654,0.455254746,0.5902038,0.393555879,1.296425363,0.864473973,1.479278708
750.6820616,1164.697919,894.6175266,1968.704354,0.454419438,0.59160631,0.381307666,1.301894815,0.839109496,1.494910623
694.3811063,1165.062421,876.2674805,1956.300866,0.447920612,0.59554358,0.354945969,1.329573956,0.792430533,1.52334196
687.5053959,1164.982161,876.1326075,1956.039808,0.44791144,0.595582031,0.351478223,1.329687025,0.784704724,1.52884828
689.3298285,1159.459166,886.7714418,1952.988573,0.454058694,0.593684562,0.352961527,1.307506209,0.777347799,1.536010882
755.3907542,636.2300371,541.1538334,702.8906692,0.769897592,0.905162161,1.07469168,1.175691639,1.395889131,0.893953662
347.9625322,393.1871321,187.8281393,428.2567901,0.43858765,0.918110678,0.812509084,2.093334543,1.852558054,0.831255762
346.626304,396.2813411,190.1145146,430.8513199,0.441253179,0.919763554,0.804514894,2.084434963,1.82325008,0.835858721
280.6235834,282.3387559,198.3617158,415.8651897,0.476985621,0.678918945,0.674794598,1.423353064,1.414706373,1.091062159
221.0922282,213.5891273,171.6979437,398.8295943,0.430504522,0.535539815,0.554352614,1.243981859,1.287681282,1.312519
197.7725578,180.2273964,150.1308975,318.0444856,0.472043706,0.566673546,0.621839292,1.200468387,1.317334147,1.238559365
183.9129871,147.7836326,132.458952,288.9644389,0.458391879,0.511424981,0.636455433,1.115693808,1.388452682,1.270508549
183.5570554,146.4555089,133.3928407,286.3095236,0.465904309,0.511528597,0.64111404,1.097926307,1.376063771,1.271776925
183.4489082,150.6488735,132.2868257,285.7037198,0.463021013,0.527290557,0.642094924,1.138804811,1.386751154,1.251102427
181.6893481,152.0937251,131.6366541,280.6882884,0.468978078,0.54185989,0.647299355,1.155405584,1.380233715,1.235308125
154.2781452,121.1369427,118.8049283,265.5428247,0.447404024,0.456186089,0.58099158,1.019628937,1.298583716,1.395521777
154.0717246,117.4884001,109.9780459,261.3154058,0.420863231,0.449603802,0.589600617,1.068289576,1.400931643,1.367260573
149.345833,113.8439049,111.0244549,265.3228812,0.418450359,0.429076846,0.562883353,1.025394856,1.345161597,1.429946848
148.6495406,112.2934511,111.4734306,252.2142565,0.441979102,0.445230387,0.589378026,1.007356197,1.333497496,1.393743839
150.6220462,97.95667013,102.5491604,240.2019451,0.426928934,0.407809646,0.627064223,0.955216696,1.468778931,1.378843332
137.5327921,105.2762797,98.57091814,223.369088,0.441291671,0.471310872,0.615719898,1.068025759,1.395267435,1.325897767
86.65794793,101.3768723,95.52178079,210.6533134,0.453454917,0.481249835,0.411377094,1.061295879,0.90720616,1.628289344
84.34158637,95.58873199,94.62171939,206.2657584,0.458736923,0.463425111,0.408897662,1.010219774,0.891355462,1.672244459
85.10062143,96.53777097,93.42651136,200.7915104,0.465291143,0.480786119,0.423825795,1.033301678,0.910883005,1.619800846
83.14913744,94.5571332,93.79207659,198.4084147,0.472722272,0.476578241,0.419080701,1.008156943,0.886526245,1.644289142
84.14642708,92.89597747,79.56589034,200.9011303,0.396045011,0.46239649,0.418844966,1.167535197,1.0575691,1.584179911
82.6433224,96.52039506,85.12845458,196.6127586,0.432975231,0.490916234,0.420335501,1.133820595,0.970807268,1.572534982
84.89920946,100.0428477,85.49295811,202.6970131,0.421777099,0.493558569,0.418847856,1.170188164,0.993054999,1.558271686
74.3607411,97.90870147,85.12423935,200.3360095,0.424907332,0.48872243,0.371180105,1.150185919,0.873555425,1.657056786
68.08048774,94.44663425,87.42182232,199.1467605,0.438981895,0.474256443,0.341860885,1.080355359,0.778758506,1.763204684
63.12832207,77.72519394,77.7664926,185.7618439,0.418635447,0.418413127,0.339834709,0.99946894,0.811767639,1.870939001
62.69650887,79.3371776,80.0552643,185.1767486,0.432318123,0.428440278,0.338576573,0.991030113,0.783165347,1.867388079
61.60354926,80.33432714,76.05853034,179.58968,0.423512812,0.447321512,0.343023882,1.056217189,0.809949245,1.801127485
60.233753,78.66786202,76.93452012,177.40085,0.433676164,0.443446928,0.339534748,1.022530093,0.78292232,1.83104689
61.76415458,81.74503913,78.13821236,180.8435714,0.432076251,0.452020708,0.341533592,1.046159576,0.7904475,1.804635488
53.70699298,63.15050509,76.10466851,172.5948491,0.440944031,0.365888701,0.311173788,0.829784904,0.705699059,2.128229012
50.13129914,63.78112005,69.28352858,172.1321384,0.402501992,0.370535803,0.291237299,0.920581289,0.72356735,2.119309454
49.27582869,64.21173524,70.47762111,174.469809,0.403953105,0.368039236,0.282431837,0.911093965,0.699169863,2.158363627
49.32813269,66.19359648,70.2837622,180.7222091,0.388904953,0.366272617,0.272950032,0.941804969,0.701842519,2.172803101
54.00353641,70.12162164,72.21459258,171.7590747,0.420441206,0.408255702,0.314414458,0.971017341,0.747820274,1.965545673
172.7045393,119.9714552,149.2594626,279.0002262,0.534979719,0.430004867,0.619012184,0.803777885,1.157075982,1.463255261
260.9699929,123.7208655,145.2517792,281.2578142,0.516436422,0.439884189,0.927867529,0.851768331,1.796673297,1.108707379
263.9187067,120.1923376,147.9256027,284.4308667,0.520075772,0.422571358,0.927883495,0.81251883,1.78413136,1.125602806
265.5746808,117.5764416,148.0609136,281.9231489,0.525181824,0.417051392,0.942010906,0.794108579,1.793685277,1.122230987
266.1901197,117.403866,146.7982637,282.9862235,0.518747033,0.414874846,0.940646921,0.799763315,1.813305642,1.120415082
283.7412899,142.8833588,156.5746646,295.8268003,0.52927816,0.482996668,0.959146668,0.912557336,1.812178813,1.060420363
286.3266351,144.1200451,158.2181024,297.125673,0.532495562,0.485047434,0.963654982,0.91089479,1.809695799,1.057840137
285.9858305,142.6385793,156.680693,298.0163267,0.525745333,0.478626728,0.959631419,0.910377511,1.825278054,1.06082857
286.6534159,140.1467233,155.622265,299.6492833,0.51934803,0.467702515,0.95662974,0.90055702,1.841982032,1.066708997
285.8688427,141.5701911,154.5958358,300.9046236,0.513770224,0.47048194,0.950031406,0.915743884,1.849136759,1.065650124
284.7807824,143.4622738,155.1967986,300.6697772,0.516170265,0.477142316,0.947154666,0.924389389,1.834965573,1.064504302
281.0207618,143.8557952,156.0969005,300.9193819,0.518733288,0.478054269,0.933873917,0.921580087,1.800296872,1.075644855
281.2270035,142.6185654,156.4627662,301.5028005,0.518942995,0.473025674,0.932750883,0.911517602,1.797405289,1.080501013
280.6232195,141.2146917,155.9131527,298.9010187,0.52162135,0.472446338,0.938849994,0.905726613,1.799868802,1.078172823
281.2164778,137.4374795,158.0047019,294.3778333,0.536741167,0.466874418,0.955290943,0.86983158,1.77979816,1.080564335
195.289416,121.3252512,92.07738919,187.3801693,0.491393457,0.64748181,1.042209625,1.317644345,2.120926948,0.882642491
135.6602108,119.225811,86.86810302,188.5543504,0.460705907,0.632315355,0.719475369,1.372492398,1.561680364,1.080571039
134.000295,117.7240546,88.08274403,183.4009986,0.48027407,0.641894295,0.730641033,1.336516657,1.521300188,1.078496153
134.3268823,117.6297572,87.79776647,183.246335,0.47912427,0.641921473,0.73303994,1.339780748,1.529957854,1.075756931
135.0136028,117.47019,87.05752746,184.0525831,0.473003562,0.63824255,0.733559946,1.349339838,1.550855012,1.07377233
60.44397364,66.42193103,66.77509592,161.6438699,0.413100082,0.410915249,0.373932978,0.994711129,0.905187373,1.8004756
49.18780929,64.50228661,65.14644963,164.5669405,0.395865958,0.391951667,0.298892409,0.990112078,0.755034381,2.020522442
50.42360978,64.95419638,67.97136699,163.7869813,0.414998594,0.396577285,0.307860914,0.955611153,0.741836041,2.008690891
44.16705907,63.38708677,62.66262292,157.0379095,0.399028637,0.403641942,0.281250936,1.011561339,0.704838978,2.042697012
42.88396236,61.58875222,62.5135333,158.6220915,0.394103575,0.388273485,0.270353026,0.985206706,0.685994857,2.116683056
40.23643937,62.73527908,61.25897338,154.2380126,0.397171698,0.406743306,0.260872393,1.02409942,0.656825231,2.092778379
37.64046875,57.69412105,60.57794755,152.9318691,0.396110686,0.377253749,0.246125735,0.95239478,0.62135596,2.239583945
39.71598679,56.9680352,63.30098448,155.111056,0.408101048,0.367272564,0.256048716,0.899954964,0.627414994,2.259029321
41.39988335,56.49711029,64.60768407,157.7631308,0.409523339,0.358113521,0.262417988,0.874464255,0.640788846,2.271477465
43.61488145,54.73963437,62.67376424,162.8840175,0.384775408,0.336065105,0.267766489,0.873405883,0.695903333,2.293313935
43.64835055,55.39621079,63.68873496,167.8417556,0.379457035,0.330050234,0.260056566,0.869796061,0.685338633,2.337639618
43.5463879,54.87752741,66.87969339,168.3728221,0.397211929,0.325928655,0.258630742,0.820540954,0.651115244,2.390196679
42.92606708,53.65354077,61.04187123,169.7689412,0.359558532,0.316038613,0.252849943,0.87896291,0.703223316,2.389850379
42.24203478,55.416011,60.50497293,163.0878945,0.370996101,0.339792301,0.25901392,0.91589184,0.698158064,2.28954886
43.81041411,54.06867948,60.13542396,160.4548241,0.374781028,0.336971355,0.273038934,0.899115295,0.72852923,2.253701377
44.26899596,51.301104,57.33574932,157.5349081,0.363955837,0.325649119,0.281010707,0.894748994,0.772101115,2.248304203
42.68797917,54.30065133,54.04787727,155.3709664,0.34786343,0.349490336,0.274748752,1.004676855,0.789817868,2.159210236
37.53657332,46.5224727,54.02650869,156.1868541,0.345909449,0.297864202,0.240331195,0.861104555,0.694780659,2.500782161
260.3847628,121.8061593,61.24265397,190.6531042,0.32122558,0.638888938,1.365751499,1.988910528,4.251689728,0.659083572
272.9671404,134.2904271,63.61649486,198.3902546,0.320663407,0.676900321,1.375910026,2.110937225,4.290823332,0.643344091
276.3151623,132.9882968,64.38905526,201.3086439,0.319852412,0.66061891,1.372594624,2.065386676,4.29133742,0.64914599
275.9647428,133.5444752,64.8935885,202.561611,0.320364694,0.659278303,1.362374348,2.057899375,4.252573315,0.653111549
277.2717292,133.494859,66.66017098,202.5193287,0.329154612,0.659170954,1.369112425,2.002618011,4.159481219,0.655310114
277.0142014,135.5042104,70.51380492,210.9961627,0.334194727,0.642211728,1.31288739,1.921669246,3.928510194,0.682417947
276.8757793,138.2442001,70.87440513,221.183707,0.320432305,0.625019817,1.251791025,1.950551823,3.906569357,0.703551086
277.2407954,139.4616534,73.01407731,224.5574934,0.325146475,0.621050989,1.234609414,1.910065272,3.797086885,0.714110444
277.7130978,139.9628864,73.9833971,232.4796662,0.318235992,0.602043562,1.19456941,1.891814811,3.753721898,0.733733983
277.6747543,144.0508178,76.86943981,235.507103,0.326399666,0.611662306,1.179050444,1.873967317,3.612290593,0.740710461
280.5339712,143.4598684,84.98801096,241.5175371,0.351891676,0.593993588,1.161547002,1.688001246,3.30086524,0.770071443
278.999682,150.8169092,86.33207512,244.4195514,0.35321264,0.617041102,1.141478579,1.746939466,3.231703647,0.769518053
278.6061941,153.3052448,84.79381917,249.5907365,0.339731435,0.614226501,1.116252142,1.807976647,3.285689887,0.774197035
279.7408538,150.9410111,85.82491337,250.8008471,0.342203443,0.60183613,1.115390386,1.758708576,3.259436483,0.78161118
281.630201,160.8009962,91.7472256,255.9121131,0.35851068,0.628344607,1.100495782,1.752652411,3.069631797,0.785793002
109.8173581,116.3924083,87.1405077,231.6506474,0.376172088,0.502448016,0.474064542,1.335686598,1.260233168,1.409272288
95.35890897,112.1513975,92.75795706,240.7367156,0.385308726,0.465867441,0.39611286,1.209075761,1.028040203,1.607123416
97.36127864,119.9599762,93.83417999,242.6630409,0.386685091,0.494347948,0.401220055,1.278425157,1.037588634,1.548386149
