delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
99.3186263,122.139385,94.98845172,243.7878908,0.389635643,0.501006775,0.407397701,1.285834044,1.045586327,1.529754289
95.60074216,121.099898,94.87592999,245.1061609,0.387080968,0.494071212,0.390038104,1.27640275,1.007639579,1.568902107
95.59690821,123.8470566,91.75955182,240.0470268,0.382256565,0.515928309,0.398242417,1.349691167,1.041819694,1.512033283
93.80810976,121.4949345,94.54476193,238.5836333,0.396275137,0.509234153,0.393187531,1.28505199,0.99220843,1.54725353
93.97410523,120.8931679,90.37627959,234.7605788,0.384972128,0.514963664,0.400297638,1.337664799,1.039809402,1.513198607
122.934169,116.0247781,97.90234049,226.255933,0.43270618,0.512803251,0.543341195,1.185107297,1.255681614,1.356543781
121.5392415,114.3004372,91.37629862,223.5090004,0.408826036,0.511390758,0.54377784,1.2508762,1.330095915,1.335166757
135.1051966,126.9247173,109.1119974,215.5171302,0.506279929,0.588930992,0.626888435,1.163251708,1.238224941,1.23890102
153.6333756,114.2780592,102.6150714,222.059576,0.46210604,0.514627927,0.691856566,1.113657649,1.497181394,1.211873049
160.1049555,133.7087419,105.5507274,236.3111507,0.446659953,0.565816474,0.677517565,1.266772341,1.516853171,1.163532814
178.5734274,152.3618543,112.6642526,251.5110813,0.447949458,0.60578585,0.710002225,1.352353127,1.58500521,1.100442757
170.8321932,147.7928008,105.1744724,242.3041755,0.434059678,0.609947396,0.705031982,1.405215519,1.624274307,1.090556781
197.7156284,187.9171133,115.9251368,249.1464688,0.465289102,0.754243535,0.793571867,1.621021277,1.705545785,0.946682079
205.9638831,202.5112124,125.969109,244.5560435,0.515093012,0.828076908,0.842195025,1.607625981,1.635034849,0.907093619
264.1599586,247.6697568,141.2658895,255.3811,0.553157182,0.969804565,1.034375522,1.753216984,1.869948644,0.774958893
276.3356816,250.0048702,139.7541919,258.8745123,0.539853038,0.965737677,1.067450323,1.788889956,1.977297982,0.757358905
276.5801214,251.0289196,139.1260708,269.5123908,0.516214005,0.931418844,1.02622414,1.804326955,1.987981979,0.774509968
277.9498871,248.8366586,142.5119011,268.6921157,0.530391079,0.926103313,1.034454942,1.74607634,1.950362636,0.780589444
281.130804,247.9860263,143.5474723,271.2784021,0.529151865,0.914138481,1.036318416,1.727554114,1.958451789,0.783996748
279.9659251,248.4696527,146.5150532,275.0900345,0.532607637,0.903230294,1.017724708,1.695864331,1.910833863,0.797836303
272.9232765,258.4357927,151.9153948,283.4513481,0.535948747,0.911746564,0.962857571,1.701182378,1.796547853,0.819345652
276.2655507,255.0516425,154.5339948,288.1413946,0.536313066,0.885161408,0.958784666,1.650456541,1.787733185,0.833165941
267.3473865,247.5980302,147.5866565,284.7729865,0.518260732,0.869457575,0.938808803,1.677645094,1.811460418,0.839622277
259.5858768,247.0246752,149.7313262,280.8374569,0.533160098,0.879600171,0.924327829,1.649786197,1.733677804,0.849900938
269.9164894,251.4127119,150.6907152,274.9040906,0.548157413,0.914547002,0.981856941,1.668402141,1.791195224,0.816364794
252.8014697,248.0938055,156.619331,272.9326359,0.573838781,0.908992817,0.926241264,1.584056093,1.614114095,0.857568414
250.6644919,245.5259086,155.3946778,274.7651992,0.565554438,0.893584447,0.912286172,1.580014915,1.613082864,0.866925028
239.6250843,214.9560064,141.3352479,264.2912499,0.534770818,0.813330015,0.906670518,1.520894537,1.695437535,0.892308339
222.959487,199.9127289,135.2024366,256.2932975,0.52753013,0.780015439,0.869938813,1.478617796,1.649078911,0.925801506
130.8582439,132.6182427,105.6657238,240.6046463,0.439167429,0.551187372,0.543872473,1.255073432,1.238417144,1.314236328
116.8557276,129.5668573,103.2141804,237.7501292,0.434128809,0.544970713,0.491506474,1.255320314,1.132167375,1.383656898
116.273105,126.5050994,103.8812336,223.927111,0.463906461,0.564938738,0.519245322,1.217785879,1.119288835,1.350237948
115.9575937,124.9409847,102.9314392,214.6790776,0.479466562,0.581989573,0.540143898,1.21382724,1.126551757,1.31844081
113.78227,119.7648351,96.85255971,214.2074541,0.452143741,0.559106757,0.531177921,1.236568609,1.174798791,1.331894111
112.7613932,115.097578,97.25423138,207.5226442,0.468643949,0.554626597,0.543369104,1.18347116,1.159449739,1.337568031
99.80335187,111.1483691,88.9669294,186.8492849,0.476142734,0.594855737,0.53413826,1.249322303,1.121802815,1.307485016
95.89393769,104.7601408,83.16632611,175.154068,0.474818125,0.598102813,0.54748336,1.259646129,1.15303804,1.287391694
96.51771699,113.8675035,89.31181648,191.9045476,0.465397082,0.593354899,0.502946481,1.274943316,1.080682499,1.336673572
95.37613394,117.8935483,91.50892213,200.0179309,0.457503593,0.589414898,0.476837919,1.288328456,1.042260489,1.36693997
71.86600578,70.54828468,76.69688711,181.3817619,0.422847845,0.388949164,0.396214068,0.919832438,0.937013332,1.812168205
66.79202341,60.7305561,74.00095173,184.9377589,0.400139767,0.328383757,0.361159472,0.820672636,0.902583303,2.030532253
74.05358185,61.57048026,87.15091993,203.584812,0.428081639,0.302431599,0.363748067,0.706481129,0.849716583,2.143688423
79.80211787,62.90615868,86.96111835,217.5197051,0.399785014,0.289197517,0.366873051,0.723382586,0.917675846,2.133589101
81.86503044,71.48288474,87.3679501,221.4406853,0.394543351,0.322808271,0.369692816,0.818182007,0.937014435,2.013777853
82.18587446,72.46022395,89.51817282,227.4519586,0.393569584,0.318573752,0.361332894,0.809447084,0.91809151,2.049648421
81.24446607,72.41413698,85.59690673,225.9342255,0.378857637,0.320509816,0.359593443,0.845990115,0.949151893,2.027423952
81.42845308,75.64982575,86.27546031,233.610755,0.369312878,0.323828523,0.348564659,0.876840593,0.943819399,2.036476448
83.52447919,83.29296919,95.42244217,237.2399436,0.402219124,0.351091675,0.352067523,0.87288658,0.875312739,1.994170208
1007.883238,815.9918246,486.3769656,846.9303968,0.574282099,0.963469758,1.190042585,1.677694222,2.072226503,0.731029986
1021.944446,791.340329,493.1100079,842.9630629,0.58497226,0.938760384,1.212324111,1.604794704,2.072447182,0.736824733
1044.274946,785.4955386,527.3578489,856.8227704,0.615480665,0.916753809,1.218775903,1.489492458,1.98020177,0.756477728
1062.117651,847.8429958,547.3750378,867.1164134,0.631258997,0.977772976,1.224884726,1.548925211,1.94038379,0.740586699
1063.619893,853.0334774,550.7470014,880.1885435,0.625714803,0.96914858,1.208400065,1.548866313,1.931231382,0.746580246
1199.729409,913.4326898,574.7892852,916.0592716,0.627458619,0.997132738,1.309663518,1.589160956,2.087250823,0.705506008
1209.444562,903.784829,575.3367953,914.3679456,0.629218028,0.988425757,1.322711024,1.57087959,2.102150552,0.704942278
1391.415621,961.6056707,628.2540124,958.883622,0.655193183,1.002838769,1.451078723,1.530600126,2.214734158,0.674510528
1409.3719,971.750338,631.4887141,946.2743792,0.667342082,1.02692238,1.48939032,1.538824553,2.231824368,0.662613228
1403.672276,974.025028,635.2166113,950.3282711,0.668418094,1.024935338,1.477039376,1.533374617,2.20975373,0.66684051
1410.521534,975.2868799,637.7220314,952.432332,0.66957201,1.023995981,1.480967715,1.529329131,2.211812459,0.666505472
1414.776392,972.9081188,634.9825983,949.5097343,0.668747855,1.024642596,1.490007254,1.532180758,2.228055377,0.663610425
1416.671824,973.2585909,635.9740417,948.69313,0.670368554,1.025894001,1.493287745,1.530343264,2.22756234,0.663059963
1417.100241,972.7338274,636.7054434,946.7064598,0.672547902,1.027492542,1.496873953,1.527761129,2.22567634,0.662561441
1418.613575,970.9450049,640.376326,945.6155819,0.677205768,1.026786173,1.500201142,1.516210024,2.215281105,0.663717525
979.1075045,599.9410717,410.2734076,511.4873624,0.802118366,1.1729343,1.914235964,1.462295778,2.386475668,0.583744404
981.1711339,605.6141596,417.7084573,547.3478214,0.76314994,1.106452124,1.792591649,1.449848929,2.348937678,0.608183276
972.7006356,589.9734728,390.4915336,514.0766128,0.759597935,1.147637255,1.892131662,1.510848308,2.490964725,0.578859112
928.6761554,459.8649045,371.3428471,502.1946071,0.739440133,0.915710559,1.849235619,1.238383634,2.500859146,0.629104518
931.6249291,446.8230684,354.4816548,482.1133001,0.735266284,0.926800958,1.932377574,1.260497017,2.628132984,0.606910784
825.5559247,361.9618744,313.435,418.9638396,0.748119456,0.863945382,1.970470591,1.154822768,2.633898335,0.616747673
819.2305574,362.8670437,314.1903067,408.5704439,0.768999107,0.888138261,2.005114588,1.154927558,2.60743422,0.611422229
267.2570169,156.0666685,139.355575,340.9142323,0.408770188,0.457788657,0.783942093,1.119916935,1.917806424,1.134521464
199.646979,112.7616414,133.9133785,311.0738601,0.430487404,0.362491536,0.641799279,0.842049112,1.490866568,1.424375672
98.68350895,108.2374076,113.1641329,281.2247967,0.402397421,0.384878606,0.350906144,0.956463897,0.872038749,1.905988704
82.60077096,92.76273786,103.1487097,262.4232052,0.393062457,0.353485271,0.314761688,0.899310696,0.800793061,2.084652145
83.40981489,87.43774279,95.35661154,259.7625219,0.367091491,0.336606459,0.321100266,0.916955221,0.874714543,2.078573076
81.08760844,86.08573653,94.23299241,263.3393616,0.357838615,0.326900377,0.307920578,0.913541365,0.860501257,2.138931622
81.853695,88.07042476,104.4209468,262.7589134,0.397402111,0.335175784,0.31151634,0.843417221,0.783881946,2.160846034
84.55822171,103.4316146,107.0613546,263.8732901,0.405730169,0.391974552,0.320450098,0.966096637,0.789810871,1.973163293
83.69864418,110.1071743,114.2952055,270.4840984,0.422557948,0.407074482,0.309440165,0.96335777,0.73230232,1.985385718
80.35208911,105.3409859,98.93254088,219.0241826,0.451696884,0.480955959,0.366864006,1.064775906,0.812190695,1.712270226
71.56824468,108.6949585,96.94530972,217.1062357,0.446533972,0.500653324,0.329646196,1.121198733,0.738233184,1.742183318
71.09417378,103.6349281,95.73292876,209.8554725,0.456185048,0.493839531,0.33877684,1.082542125,0.742630302,1.748926755
67.26658876,95.94005574,84.8698736,201.5294617,0.421128866,0.476059703,0.333780422,1.130437123,0.792585,1.754826442
68.94764065,101.5290095,86.71154678,206.8918569,0.41911532,0.490734682,0.333254492,1.170882233,0.79513794,1.722249958
76.10625367,103.7544376,86.87610365,212.736677,0.408373887,0.487712975,0.357748625,1.194280512,0.876032079,1.665804677
79.6166108,104.1174232,98.36397032,286.3312442,0.343532088,0.363625784,0.278057713,1.058491466,0.809408267,2.093761325
387.2184137,276.4375349,121.5906412,308.0305019,0.394735718,0.897435589,1.257078151,2.273509968,3.184607054,0.647355221
390.1942645,276.0543619,125.8880165,308.6967967,0.407804738,0.894257293,1.264004903,2.192856554,3.099534614,0.652286243
391.3553178,278.6725661,125.4087718,310.5602504,0.403814628,0.897322068,1.260159075,2.222113828,3.120637512,0.650672954
391.4489001,277.3929601,125.5238183,307.7227404,0.407912064,0.901437962,1.272083108,2.209883063,3.118522885,0.647756345
390.3981414,277.9215684,121.7898924,305.5136252,0.398639806,0.90968633,1.277841999,2.281975646,3.205505266,0.639369917
390.5301617,278.5580794,114.1706286,297.2816143,0.384048737,0.937017515,1.313670752,2.439840114,3.420583441,0.614944663
391.7696982,278.0203353,112.6175454,295.3460307,0.381307124,0.941337639,1.326476937,2.468712439,3.478762538,0.609091739
391.1305947,276.7358944,114.7121092,288.5950332,0.397484696,0.958907336,1.35529219,2.412438376,3.409671373,0.603873901
391.2306699,275.0461991,110.3908773,279.0595416,0.395581805,0.985618329,1.401961272,2.491566384,3.544048924,0.584517394
391.0566095,274.3957569,109.40768,280.1433748,0.390541736,0.979483299,1.395915965,2.50801184,3.574306753,0.585392846
390.6512318,273.7514251,109.1584822,279.1359652,0.391058465,0.980709974,1.399501607,2.507834661,3.578752873,0.584426392
390.6175693,272.153441,110.1843225,278.5284427,0.395594509,0.977111847,1.402433322,2.469983342,3.545128385,0.58649633
391.5336328,270.401587,105.3513568,276.5806594,0.380906449,0.977659058,1.415621879,2.566664496,3.716455533,0.576993042
389.2175329,273.7911554,101.0747143,268.6732216,0.376199436,1.019048917,1.44866515,2.708799696,3.850790334,0.557681886
387.8604305,267.0937443,99.52113953,177.626544,0.560283037,1.503681479,2.183572465,2.683789048,3.897266775,0.423155839
66.84370871,68.47055768,67.09282698,146.9496621,0.456570135,0.465945663,0.454874872,1.020534695,0.996286961,1.581817607
74.24645905,74.3083962,75.63295085,151.9072684,0.497888953,0.489169458,0.488761728,0.982487069,0.981668151,1.531691568
63.03533335,64.00373025,79.63353802,150.117815,0.530473602,0.42635666,0.419905748,0.803728327,0.79156766,1.808509497
70.29353541,68.93921218,91.0828248,185.1257719,0.492005105,0.372391221,0.379706913,0.756884872,0.771754011,1.983790462
74.5996726,74.9666193,92.72355592,184.4467536,0.502711781,0.406440438,0.404450993,0.808495949,0.804538522,1.853160268
73.83775006,76.34186522,93.05949203,185.47432,0.50173788,0.411603424,0.398102282,0.82035549,0.793446734,1.854671231
73.48378895,97.39223368,128.9856271,221.7486629,0.581674881,0.439200996,0.331383234,0.755062683,0.56970525,2.052565858
73.4566235,104.8044977,127.0818061,225.5502011,0.56343025,0.464661513,0.325677491,0.82470104,0.578026279,1.97817676
73.36380796,105.1799161,126.3151768,223.0461005,0.566318696,0.471561331,0.328917689,0.832678374,0.58079963,1.95672673
78.54962376,105.9853589,127.7361373,219.7975464,0.581153609,0.482195368,0.357372614,0.829721026,0.614936583,1.883294315
82.53415558,107.1099679,130.3902222,220.6853664,0.590842177,0.485351474,0.37399016,0.821457055,0.632978104,1.85123368
83.56664973,106.9086041,129.4698841,223.8675445,0.578332533,0.47755294,0.373286132,0.825741097,0.645452418,1.855030622
82.46384033,105.0604408,128.2875317,222.9434495,0.575426333,0.471242555,0.369886805,0.818945064,0.642804794,1.872989349
82.67664319,106.6229086,128.495558,230.911815,0.556470261,0.461747307,0.358044231,0.829778945,0.643420243,1.898617137
83.22853253,107.4843607,128.3928113,230.8553983,0.556161183,0.465591714,0.360522358,0.837152482,0.648233586,1.883712232
82.3036931,108.6221275,130.6005687,232.0178378,0.562890207,0.46816283,0.354730024,0.831712515,0.630193987,1.899263313
67.27318088,97.6285493,123.0055547,231.2887251,0.531826852,0.422106825,0.290862345,0.7936922,0.546911731,2.148517662
69.22573589,95.86502231,122.8436153,264.7732562,0.463957792,0.362064597,0.261452901,0.780382619,0.563527341,2.347901699
62.92919965,92.84706591,114.2614187,238.6594109,0.478763516,0.389035846,0.263677847,0.812584571,0.550747578,2.265562269
55.13050062,88.37481202,111.6499898,246.7045355,0.452565615,0.35822127,0.223467722,0.791534439,0.493779719,2.49715163
52.84537752,95.82990316,112.4782436,249.1321866,0.451480177,0.384654847,0.212117825,0.851986127,0.469827549,2.432216227
53.10639931,68.18063809,74.23625009,214.5895769,0.345945274,0.317725768,0.247478932,0.91842783,0.715370176,2.381341264
53.23595448,63.57120874,63.34877657,216.1879466,0.293026404,0.294055287,0.246248486,1.003511231,0.840362788,2.393147093
52.73239462,65.19840759,63.56574643,217.1067603,0.292785661,0.300305746,0.242886931,1.025684606,0.829572491,2.379976236
45.82690998,65.83779849,68.63944978,218.9235072,0.313531656,0.300734258,0.209328411,0.959183075,0.667646814,2.575235819
46.91971056,66.32515385,64.05608511,216.2602381,0.296199087,0.306691394,0.216959488,1.035423157,0.732478585,2.475311571
46.84856401,75.26940353,69.91246737,217.0552394,0.322095277,0.346775336,0.215837057,1.076623474,0.670103141,2.349922068
49.83124249,77.82783904,78.22897284,219.27256,0.356765903,0.354936518,0.227257084,0.994872312,0.636992161,2.330437673
49.74023471,76.62880546,79.70129509,216.0108699,0.368968909,0.354745136,0.230267277,0.961449941,0.624083143,2.340068141
159.8028355,135.9183274,94.34817031,261.7148215,0.360499913,0.519337524,0.610599104,1.440603744,1.693756593,1.204049749
204.4903923,133.3236525,98.55010968,268.3765066,0.367208408,0.496778404,0.761953402,1.352851386,2.074988987,1.086179281
208.9629885,130.9130464,104.0858419,270.1978576,0.385220826,0.484508085,0.773370264,1.25774115,2.007602425,1.101235924
206.82994,132.7237631,104.326141,238.2073298,0.437963606,0.557177494,0.868276976,1.272200445,1.982532259,1.008775542
206.3667989,137.0479533,104.7971008,237.5950626,0.441074405,0.576813137,0.868565182,1.307745655,1.96920332,0.997022292
205.7432354,137.8181927,101.6742797,225.7719711,0.450340577,0.610430923,0.911287767,1.355487278,2.023552426,0.953093753
205.6887801,132.1123238,100.5564357,227.3009258,0.442393428,0.58122211,0.904918356,1.313812715,2.045505876,0.970563322
206.4428034,131.8918095,102.2158749,229.5271351,0.445332422,0.574624039,0.899426568,1.290326083,2.019674571,0.980517504
206.6352805,128.809855,99.93791161,230.0708699,0.434378814,0.559870335,0.89813752,1.288898806,2.067636567,0.983793612
206.1825588,130.3382208,100.6820371,228.2309704,0.441140994,0.571080343,0.903394304,1.294552878,2.047858434,0.977392861
207.2672812,129.1348875,99.69189488,230.1696504,0.433123545,0.561042202,0.900497876,1.295339884,2.07907856,0.980557131
208.581676,130.7516898,101.7454846,236.5208788,0.430175489,0.552812464,0.881874264,1.285085921,2.050033737,0.996855592
209.1695243,123.7980629,102.0539625,234.2128275,0.435731738,0.528570805,0.893074587,1.213064734,2.049597284,1.00990848
209.3905394,119.1236352,95.08991443,233.882447,0.406571402,0.509331233,0.895281121,1.252747317,2.202026794,1.001394725
206.7962209,120.3342471,94.23877601,236.2382104,0.398914197,0.50937673,0.875371603,1.276908001,2.194385684,1.01022992
101.4209395,72.5881731,89.33442488,186.3015058,0.479515313,0.38962741,0.544391411,0.812544248,1.135295153,1.584031586
53.75049749,55.65486858,72.53243395,169.9342412,0.42682648,0.327508266,0.316301748,0.767310092,0.741054651,2.216222877
45.99325181,57.81377538,67.55537634,167.5555103,0.403182063,0.345042519,0.274495609,0.855798287,0.680822968,2.264884113
44.67366397,64.90460989,75.38036112,169.1474,0.44564895,0.383716273,0.264110852,0.86102811,0.592643273,2.231535071
41.85633555,60.12570035,74.12668971,163.2053508,0.454192766,0.368405203,0.256464236,0.811120807,0.564659446,2.327194574
40.6002806,55.8130358,72.95318642,158.1726126,0.461225147,0.352861566,0.256683379,0.765052749,0.556525117,2.397239382
44.85082876,57.53933278,75.43334611,155.3031248,0.48571686,0.370496942,0.288795405,0.762783779,0.594575623,2.253502362
59.33507325,75.41710848,82.52155689,177.543803,0.464795479,0.424780292,0.33419963,0.913907969,0.719025131,1.92995287
85.1487225,81.20854085,88.67951499,198.3268736,0.447138168,0.409468164,0.429335273,0.915753101,0.960184802,1.725241104
93.44837259,83.73511167,98.21340719,197.345976,0.497671193,0.424306152,0.473525605,0.852583309,0.95148285,1.668097816
91.66674552,85.33215072,100.0725564,199.6469259,0.50124767,0.4274153,0.459144287,0.852702817,0.916002837,1.693340968
91.83720698,84.11009155,99.80919101,203.0310811,0.491595624,0.414271998,0.452330779,0.84270888,0.920127756,1.72119876
90.62199594,87.2564148,98.69005431,198.3817685,0.497475424,0.439840896,0.45680607,0.88414598,0.918248516,1.670083635
90.49281419,86.08510801,96.99844535,196.1591878,0.494488412,0.438853306,0.461323353,0.887489564,0.932930563,1.660216801
89.61524798,85.46556281,98.16723415,197.7429579,0.496438585,0.432205342,0.453190591,0.870611906,0.912883497,1.690134919
90.60299927,81.98929146,95.17567881,199.0500232,0.478149549,0.411902948,0.455177034,0.861452132,0.951955378,1.704744174
90.89902493,81.38697592,96.52864003,207.1752677,0.46592743,0.392841177,0.438754229,0.843138118,0.941679329,1.762789235
89.58846411,80.30271773,95.60344684,203.659246,0.469428463,0.394299396,0.43989392,0.839956303,0.937084039,1.761496327
88.62102894,80.24960836,93.27896406,200.2987991,0.465699068,0.400649473,0.442444135,0.860318392,0.950064464,1.738477262
91.48232793,82.10223471,93.52526115,203.1567531,0.46036009,0.404132442,0.450304145,0.877861593,0.978156348,1.709149764
93.1965607,81.68246147,93.07675995,206.2035581,0.4513829,0.396125374,0.451963882,0.877581703,1.001287118,1.71135631
91.71468328,79.55609224,92.13611583,208.9244085,0.441002162,0.380788883,0.438985009,0.863462623,0.995425979,1.757804409
80.71897657,68.2245304,78.86212184,191.15087,0.412564807,0.356914569,0.422278887,0.865111524,1.023545584,1.812855071
56.2027795,52.55658457,71.5695022,181.6055548,0.394093134,0.289399653,0.309477205,0.734343302,0.785289513,2.327846058
36.28389648,50.35077788,63.09626058,178.8772515,0.352734962,0.281482287,0.202842431,0.797999397,0.57505621,2.793033088
34.95691809,51.4054799,64.55063642,171.5992219,0.376170916,0.299567092,0.203712568,0.796358994,0.541542579,2.734405989
34.49046567,49.92624056,62.68418034,169.8006889,0.369163286,0.294028492,0.203123238,0.796472735,0.550225998,2.75401493
35.40946914,47.07138344,61.6148169,171.9972581,0.35823139,0.273675197,0.205872289,0.763962076,0.574690812,2.832318868
37.7600495,52.32302678,73.65907977,185.2935041,0.397526509,0.282379175,0.203785069,0.71034049,0.512632653,2.874597478
39.3595683,59.3820165,67.60632599,186.782062,0.361952991,0.31792141,0.210724562,0.878350001,0.582187654,2.576304487
39.49084199,60.01369085,69.21975494,189.8793958,0.364545898,0.316062154,0.207978553,0.867002359,0.570514039,2.603892941
39.32753685,58.72729029,67.14218594,182.7567659,0.367385501,0.321341265,0.215190593,0.874670514,0.585735128,2.548563484
40.55953976,55.53019822,66.39653362,184.7869493,0.359313977,0.300509308,0.21949353,0.836341827,0.610868332,2.614051076
36.75773005,56.02676853,65.26514431,185.3827063,0.352056271,0.302222196,0.198280254,0.85844855,0.563206141,2.70139791
32.93170945,54.34001205,63.11517435,181.3816425,0.347968921,0.29958937,0.181560322,0.860965887,0.521771663,2.801558313
30.68614965,53.59999155,65.60774369,172.9855931,0.379267097,0.309852344,0.17739136,0.816976603,0.46772146,2.830754065
32.25738818,57.02313058,64.21008751,181.4311165,0.353908904,0.314296311,0.177794134,0.888071217,0.502372593,2.751341585
32.71418768,58.2034629,64.10138895,185.9435003,0.344735841,0.313016926,0.175936172,0.907990667,0.510350684,2.75023483
34.12887767,53.93849628,67.09004979,186.4560494,0.359816965,0.28928263,0.183039798,0.803971624,0.508702524,2.879001471
34.88796717,55.14800332,63.35261458,182.7849626,0.346596425,0.301709739,0.190868913,0.870492934,0.550694986,2.733769358
34.40911791,54.33860147,63.5911241,179.1992269,0.354862714,0.303230111,0.192015995,0.854499779,0.541099381,2.735736227
34.1721191,54.47136175,64.37744877,182.0637075,0.353598472,0.299188468,0.187693196,0.84612489,0.530808843,2.780138527
33.2152287,53.08975325,71.04085525,179.5758964,0.395603512,0.295639639,0.18496485,0.74731298,0.467551081,2.903850345
29.57760522,46.76850488,63.92274914,172.1511524,0.371317579,0.271671169,0.171811834,0.731641012,0.462708592,3.09215363
788.9268241,1164.508537,895.3906876,1981.813477,0.451803713,0.587597446,0.398083288,1.300559134,0.881097866,1.472894482
780.3798485,1170.311959,902.7222024,1982.894654,0.455254746,0.5902038,0.393555879,1.296425363,0.864473973,1.479278708
750.6820616,1164.697919,894.6175266,1968.704354,0.454419438,0.59160631,0.381307666,1.301894815,0.839109496,1.494910623
694.3811063,1165.062421,876.2674805,1956.300866,0.447920612,0.59554358,0.354945969,1.329573956,0.792430533,1.52334196
687.5053959,1164.982161,876.1326075,1956.039808,0.44791144,0.595582031,0.351478223,1.329687025,0.784704724,1.52884828
689.3298285,1159.459166,886.7714418,1952.988573,0.454058694,0.593684562,0.352961527,1.307506209,0.777347799,1.536010882
755.3907542,636.2300371,541.1538334,702.8906692,0.769897592,0.905162161,1.07469168,1.175691639,1.395889131,0.893953662
347.9625322,393.1871321,187.8281393,428.2567901,0.43858765,0.918110678,0.812509084,2.093334543,1.852558054,0.831255762
346.626304,396.2813411,190.1145146,430.8513199,0.441253179,0.919763554,0.804514894,2.084434963,1.82325008,0.835858721
280.6235834,282.3387559,198.3617158,415.8651897,0.476985621,0.678918945,0.674794598,1.423353064,1.414706373,1.091062159
221.0922282,213.5891273,171.6979437,398.8295943,0.430504522,0.535539815,0.554352614,1.243981859,1.287681282,1.312519
197.7725578,180.2273964,150.1308975,318.0444856,0.472043706,0.566673546,0.621839292,1.200468387,1.317334147,1.238559365
183.9129871,147.7836326,132.458952,288.9644389,0.458391879,0.511424981,0.636455433,1.115693808,1.388452682,1.270508549
183.5570554,146.4555089,133.3928407,286.3095236,0.465904309,0.511528597,0.64111404,1.097926307,1.376063771,1.271776925
183.4489082,150.6488735,132.2868257,285.7037198,0.463021013,0.527290557,0.642094924,1.138804811,1.386751154,1.251102427
181.6893481,152.0937251,131.6366541,280.6882884,0.468978078,0.54185989,0.647299355,1.155405584,1.380233715,1.235308125
154.2781452,121.1369427,118.8049283,265.5428247,0.447404024,0.456186089,0.58099158,1.019628937,1.298583716,1.395521777
154.0717246,117.4884001,109.9780459,261.3154058,0.420863231,0.449603802,0.589600617,1.068289576,1.400931643,1.367260573
149.345833,113.8439049,111.0244549,265.3228812,0.418450359,0.429076846,0.562883353,1.025394856,1.345161597,1.429946848
148.6495406,112.2934511,111.4734306,252.2142565,0.441979102,0.445230387,0.589378026,1.007356197,1.333497496,1.393743839
150.6220462,97.95667013,102.5491604,240.2019451,0.426928934,0.407809646,0.627064223,0.955216696,1.468778931,1.378843332
137.5327921,105.2762797,98.57091814,223.369088,0.441291671,0.471310872,0.615719898,1.068025759,1.395267435,1.325897767
86.65794793,101.3768723,95.52178079,210.6533134,0.453454917,0.481249835,0.411377094,1.061295879,0.90720616,1.628289344
84.34158637,95.58873199,94.62171939,206.2657584,0.458736923,0.463425111,0.408897662,1.010219774,0.891355462,1.672244459
85.10062143,96.53777097,93.42651136,200.7915104,0.465291143,0.480786119,0.423825795,1.033301678,0.910883005,1.619800846
83.14913744,94.5571332,93.79207659,198.4084147,0.472722272,0.476578241,0.419080701,1.008156943,0.886526245,1.644289142
84.14642708,92.89597747,79.56589034,200.9011303,0.396045011,0.46239649,0.418844966,1.167535197,1.0575691,1.584179911
82.6433224,96.52039506,85.12845458,196.6127586,0.432975231,0.490916234,0.420335501,1.133820595,0.970807268,1.572534982
84.89920946,100.0428477,85.49295811,202.6970131,0.421777099,0.493558569,0.418847856,1.170188164,0.993054999,1.558271686
74.3607411,97.90870147,85.12423935,200.3360095,0.424907332,0.48872243,0.371180105,1.150185919,0.873555425,1.657056786
68.08048774,94.44663425,87.42182232,199.1467605,0.438981895,0.474256443,0.341860885,1.080355359,0.778758506,1.763204684
63.12832207,77.72519394,77.7664926,185.7618439,0.418635447,0.418413127,0.339834709,0.99946894,0.811767639,1.870939001
62.69650887,79.3371776,80.0552643,185.1767486,0.432318123,0.428440278,0.338576573,0.991030113,0.783165347,1.867388079
61.60354926,80.33432714,76.05853034,179.58968,0.423512812,0.447321512,0.343023882,1.056217189,0.809949245,1.801127485
60.233753,78.66786202,76.93452012,177.40085,0.433676164,0.443446928,0.339534748,1.022530093,0.78292232,1.83104689
61.76415458,81.74503913,78.13821236,180.8435714,0.432076251,0.452020708,0.341533592,1.046159576,0.7904475,1.804635488
53.70699298,63.15050509,76.10466851,172.5948491,0.440944031,0.365888701,0.311173788,0.829784904,0.705699059,2.128229012
50.13129914,63.78112005,69.28352858,172.1321384,0.402501992,0.370535803,0.291237299,0.920581289,0.72356735,2.119309454
49.27582869,64.21173524,70.47762111,174.469809,0.403953105,0.368039236,0.282431837,0.911093965,0.699169863,2.158363627
49.32813269,66.19359648,70.2837622,180.7222091,0.388904953,0.366272617,0.272950032,0.941804969,0.701842519,2.172803101
54.00353641,70.12162164,72.21459258,171.7590747,0.420441206,0.408255702,0.314414458,0.971017341,0.747820274,1.965545673
172.7045393,119.9714552,149.2594626,279.0002262,0.534979719,0.430004867,0.619012184,0.803777885,1.157075982,1.463255261
260.9699929,123.7208655,145.2517792,281.2578142,0.516436422,0.439884189,0.927867529,0.851768331,1.796673297,1.108707379
263.9187067,120.1923376,147.9256027,284.4308667,0.520075772,0.422571358,0.927883495,0.81251883,1.78413136,1.125602806
