delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
80.46009527,67.40771532,67.68701614,115.6469853,0.585289932,0.582874816,0.695738804,0.995873643,1.188707966,1.239850653
85.92465858,67.6798795,70.11624127,137.7555267,0.508990405,0.491304277,0.62374745,0.965252533,1.225460136,1.35329184
94.6697262,79.75097787,73.71908316,133.3869964,0.552670689,0.597891699,0.709737296,1.081822704,1.284195654,1.187393897
102.0799372,74.3997406,73.216186,154.5887617,0.473619073,0.481275222,0.6603322,1.016165204,1.394226369,1.290828217
198.0850839,121.1054755,90.13805312,168.2974793,0.53558766,0.719591737,1.176993766,1.343555483,2.197574466,0.809659073
80.42727812,84.35185309,77.56990305,131.3528904,0.59054584,0.642177365,0.612299264,1.087430173,1.03683613,1.267895952
232.3801377,161.745195,132.6616435,152.8905992,0.867689997,1.057914586,1.519911224,1.21923105,1.751675402,0.724521412
110.7378768,76.40104762,65.90576977,128.9478684,0.511103988,0.592495623,0.858780204,1.159246723,1.680245556,1.041224528
78.84583952,57.27430112,63.35859009,161.6113914,0.392042848,0.354395198,0.487873032,0.903970575,1.244438038,1.652731039
128.3657814,105.3582434,108.0785209,164.914502,0.655360927,0.63886585,0.778377765,0.974830545,1.187708533,1.168014384
129.1623524,88.80947936,98.56150028,155.4702017,0.633957499,0.571231518,0.830785263,0.901056489,1.310474699,1.165433624
149.8661205,89.99464333,82.13680819,141.2605957,0.58145591,0.637082428,1.060919499,1.095667647,1.824591481,0.931362847
104.5184691,74.67710261,57.39403878,129.3286037,0.44378457,0.577421394,0.808162047,1.301129946,1.821068379,1.042004781
216.4761206,141.8833231,84.7420209,150.6516207,0.562503214,0.941797522,1.436931907,1.674297138,2.554531014,0.656864625
145.7465744,139.1554991,97.61151483,179.4036137,0.5440889,0.775656054,0.812394864,1.425605364,1.493128906,0.972316997
231.6476571,198.0048981,134.5523023,239.8314142,0.561028682,0.825600344,0.965877043,1.471583129,1.721617937,0.871363878
101.1591164,131.2132604,87.05010994,142.6502537,0.610234526,0.919824935,0.70914081,1.507330209,1.162079134,0.988501158
140.4333325,101.5026753,77.02278929,143.34299,0.537332096,0.708110493,0.979701431,1.317826532,1.823269889,0.910843249
170.6623277,184.3591148,138.4086722,183.3960806,0.754698092,1.005251117,0.93056693,1.331991066,1.233032042,0.906437511
79.82315846,100.0656926,90.85234929,139.9754483,0.649059177,0.714880315,0.570265425,1.101410072,0.87860313,1.283169003
111.4472878,103.9880322,97.89598844,162.4912824,0.602469172,0.639960684,0.685866258,1.062229759,1.138425482,1.208656365
91.47030221,105.3036481,83.44592103,157.1283128,0.53106865,0.670176152,0.582137621,1.261938832,1.096162653,1.22259188
112.1956893,83.27241164,75.29468024,136.9901299,0.549635804,0.607871616,0.819005642,1.105953454,1.490087864,1.086033011
110.1511464,67.64277113,71.28708382,127.0529701,0.561081601,0.532398189,0.866970259,0.948878359,1.545176777,1.115561526
98.00570952,90.63482652,100.2143145,175.6100437,0.570663912,0.516114139,0.558087154,0.904409983,0.977961182,1.462169076
85.46839848,107.8310534,80.92212288,142.9209148,0.566202105,0.754480571,0.598011835,1.332528728,1.056180874,1.158011756
190.0562033,184.584822,168.9998029,202.7948918,0.833353352,0.910204495,0.937184372,1.092219156,1.124594231,0.992402512
149.881882,116.834712,83.88507976,146.285275,0.573434884,0.798677188,1.024586254,1.392794909,1.786752572,0.862977257
93.9009644,61.3365494,64.16672146,138.4182799,0.463571152,0.443124632,0.678385575,0.95589346,1.463390403,1.305000296
73.47707646,64.15183327,61.30350552,131.5107819,0.466148133,0.487806645,0.558715228,1.046462722,1.198578708,1.40097228
59.45224325,67.74436083,65.981174,132.9472213,0.496295999,0.509558305,0.447186806,1.026722574,0.901048582,1.563944233
164.5048728,126.362856,134.4525429,208.4176258,0.645111192,0.606296399,0.789304034,0.939832399,1.223516263,1.178783807
111.2657692,166.482078,136.0332164,234.2390523,0.580745247,0.710735791,0.475009474,1.22383402,0.817930886,1.333123812
119.5273299,91.54903335,81.91730871,181.8069045,0.450573145,0.503550916,0.657441093,1.117578626,1.459121788,1.249425606
66.05566488,74.77804594,83.00986868,152.9129316,0.542857087,0.489023689,0.431982202,0.900833204,0.795756769,1.675186991
99.6927128,90.41338977,85.35257082,131.3171788,0.64997262,0.688511515,0.759174951,1.059293105,1.168010663,1.139730639
67.01438357,78.29444561,88.13074582,128.7886878,0.684305022,0.607929523,0.52034371,0.888389686,0.760397327,1.492816609
144.3744199,132.2940414,112.7444698,152.1152602,0.741177904,0.869696053,0.949112007,1.173397167,1.280545469,0.957318115
297.1484198,156.584129,134.9616219,193.1433183,0.698764125,0.810714708,1.538486666,1.160212265,2.201725318,0.723124098
132.1384666,135.6491117,140.5035855,180.2156877,0.779641258,0.752704237,0.733223996,0.965449467,0.940463307,1.197662996
214.7877467,162.3119591,121.7304787,193.4423264,0.629285643,0.839071584,1.110345139,1.333371567,1.764453316,0.835781095
102.204359,100.3105577,104.2336007,149.2358351,0.698448872,0.672161332,0.684851322,0.962362972,0.98053179,1.25160872
92.05560292,147.7228428,108.393418,171.9276639,0.630459436,0.859215087,0.535432174,1.362839604,0.849272997,1.169083739
65.12927673,80.27455779,85.70793822,128.308094,0.667985437,0.625639079,0.507600688,0.936605867,0.759897835,1.471873372
71.16360399,93.79162615,90.74018261,157.4107813,0.576454687,0.595839913,0.4520885,1.03362836,0.784256786,1.504353416
85.55954826,95.09973465,92.76050191,164.0953545,0.565284143,0.579539469,0.521401404,1.025217983,0.922370476,1.421769489
